Date	Open	High	Low	Close	Volume	Market Cap
Jul 21, 2019 	100.51 	101.47 	96.95 	99.63 	2,829,054,215 	6,253,213,998
Jul 20, 2019 	98.46 	104.61 	97.71 	100.61 	3,771,308,934 	6,313,476,233
Jul 19, 2019 	101.08 	101.18 	95.72 	98.40 	3,983,990,085 	6,173,653,347
Jul 18, 2019 	89.69 	103.15 	87.45 	101.09 	4,890,332,056 	6,340,559,063
Jul 17, 2019 	79.41 	93.05 	77.50 	89.81 	4,616,360,556 	5,632,042,532
Jul 16, 2019 	90.90 	92.06 	77.50 	79.50 	3,703,346,636 	4,984,318,767
Jul 15, 2019 	89.86 	92.63 	85.68 	90.92 	3,570,361,793 	5,699,307,530
Jul 14, 2019 	101.11 	101.68 	88.81 	89.77 	3,717,531,246 	5,625,773,339
Jul 13, 2019 	105.29 	105.59 	98.01 	101.02 	3,353,538,171 	6,329,505,235
Jul 12, 2019 	102.83 	106.36 	101.21 	105.30 	3,611,846,208 	6,595,612,500
Jul 11, 2019 	108.57 	108.57 	97.28 	102.64 	4,633,853,162 	6,427,725,958
Jul 10, 2019 	119.50 	120.10 	103.82 	108.50 	4,699,511,838 	6,792,744,022
Jul 09, 2019 	123.25 	124.17 	118.23 	119.43 	3,785,641,025 	7,475,393,728
Jul 08, 2019 	120.28 	125.08 	118.60 	123.29 	3,803,750,017 	7,714,781,783
Jul 07, 2019 	118.03 	120.33 	117.64 	120.32 	3,348,662,401 	7,527,688,155
Jul 06, 2019 	118.38 	121.29 	117.33 	117.82 	3,484,378,308 	7,369,730,846
Jul 05, 2019 	119.84 	120.65 	117.15 	118.35 	4,110,868,217 	7,401,137,488
Jul 04, 2019 	122.50 	126.67 	119.05 	119.98 	4,564,200,301 	7,501,164,315
Jul 03, 2019 	119.33 	123.74 	118.37 	122.56 	4,529,682,890 	7,661,188,686
Jul 02, 2019 	122.56 	123.29 	112.65 	119.24 	4,761,878,443 	7,451,762,463
Jul 01, 2019 	122.11 	126.02 	114.22 	122.58 	5,034,162,436 	7,658,690,466
Jun 30, 2019 	133.72 	136.26 	120.44 	122.25 	5,525,273,220 	7,636,046,758
Jun 29, 2019 	120.16 	135.74 	116.22 	133.66 	5,745,785,825 	8,347,117,542
Jun 28, 2019 	114.41 	122.02 	113.47 	120.15 	4,683,311,766 	7,501,601,230
Jun 27, 2019 	131.22 	132.04 	110.67 	114.40 	5,588,611,122 	7,141,234,400
Jun 26, 2019 	136.48 	138.32 	128.94 	131.27 	5,565,887,285 	8,191,677,323
Jun 25, 2019 	135.58 	138.12 	130.89 	136.49 	4,411,092,400 	8,515,726,713
Jun 24, 2019 	136.92 	138.69 	132.83 	135.53 	3,907,725,105 	8,454,028,780
Jun 23, 2019 	141.95 	142.56 	136.32 	136.88 	3,998,980,168 	8,536,077,179
Jun 22, 2019 	139.04 	146.43 	138.48 	141.90 	5,488,615,002 	8,847,068,564
Jun 21, 2019 	135.51 	141.07 	135.51 	138.88 	4,378,260,963 	8,656,823,083
Jun 20, 2019 	136.60 	137.08 	132.64 	135.48 	3,880,682,308 	8,442,646,197
Jun 19, 2019 	135.15 	139.34 	134.03 	136.60 	4,383,960,510 	8,510,498,678
Jun 18, 2019 	134.47 	135.92 	129.75 	135.16 	3,720,828,769 	8,418,405,570
Jun 17, 2019 	137.13 	137.28 	133.05 	134.44 	3,230,230,843 	8,371,507,504
Jun 16, 2019 	138.15 	138.79 	134.54 	137.12 	4,372,645,801 	8,536,706,967
Jun 15, 2019 	133.18 	139.19 	133.14 	138.13 	4,329,002,013 	8,597,209,351
Jun 14, 2019 	131.31 	133.18 	126.86 	133.05 	4,352,005,824 	8,279,439,669
Jun 13, 2019 	135.68 	136.89 	129.14 	131.35 	4,947,794,845 	8,171,623,427
Jun 12, 2019 	136.09 	142.71 	132.24 	135.65 	5,855,623,530 	8,437,276,930
Jun 11, 2019 	129.26 	138.15 	125.96 	136.03 	5,441,787,587 	8,458,730,745
Jun 10, 2019 	115.00 	129.71 	113.17 	129.07 	5,449,266,884 	8,024,339,041
Jun 09, 2019 	118.59 	119.13 	112.57 	115.13 	4,360,301,111 	7,156,126,160
Jun 08, 2019 	117.28 	119.50 	114.46 	118.55 	4,689,557,936 	7,366,835,517
Jun 07, 2019 	110.98 	120.64 	109.59 	117.37 	5,140,908,477 	7,291,832,561
Jun 06, 2019 	103.81 	111.33 	102.09 	111.11 	4,142,250,662 	6,900,772,772
Jun 05, 2019 	102.12 	104.84 	101.22 	103.85 	3,585,162,872 	6,448,454,322
Jun 04, 2019 	107.37 	107.37 	99.29 	102.09 	4,316,694,183 	6,337,614,783
Jun 03, 2019 	114.67 	115.91 	106.46 	107.47 	3,832,352,496 	6,670,082,970
Jun 02, 2019 	112.71 	116.25 	111.91 	114.70 	3,434,073,037 	7,117,549,253
Jun 01, 2019 	114.47 	115.61 	111.68 	112.62 	3,807,158,511 	6,986,544,718
May 31, 2019 	108.70 	114.63 	105.91 	114.54 	4,207,966,341 	7,103,874,448
May 30, 2019 	115.14 	119.74 	105.30 	108.80 	4,971,290,022 	6,746,180,187
May 29, 2019 	114.93 	117.87 	110.47 	115.08 	4,122,926,836 	7,134,213,755
May 28, 2019 	117.89 	117.89 	112.99 	114.93 	4,171,886,802 	7,123,212,215
May 27, 2019 	111.44 	120.69 	111.13 	118.03 	6,355,361,291 	7,313,766,498
May 26, 2019 	102.70 	112.67 	99.74 	111.42 	5,168,378,349 	6,902,346,395
May 25, 2019 	100.05 	104.11 	98.72 	102.67 	4,507,357,465 	6,358,963,965
May 24, 2019 	88.97 	102.75 	88.32 	99.90 	5,393,657,682 	6,185,976,031
May 23, 2019 	88.20 	89.74 	85.23 	89.18 	3,208,807,269 	5,520,439,405
May 22, 2019 	91.51 	92.00 	87.55 	88.21 	3,398,528,443 	5,459,427,424
May 21, 2019 	91.57 	92.44 	89.59 	91.51 	3,145,769,021 	5,662,154,168
May 20, 2019 	95.34 	95.34 	88.57 	91.49 	3,566,921,483 	5,659,972,915
May 19, 2019 	86.68 	96.54 	86.13 	95.32 	4,108,852,208 	5,895,349,549
May 18, 2019 	89.01 	89.87 	85.80 	86.70 	3,317,998,478 	5,360,906,927
May 17, 2019 	95.63 	97.26 	84.94 	89.00 	5,319,840,521 	5,501,612,938
May 16, 2019 	101.57 	106.21 	92.57 	95.59 	6,442,000,276 	5,907,639,439
May 15, 2019 	91.66 	103.14 	90.82 	101.74 	5,168,624,436 	6,286,790,205
May 14, 2019 	88.05 	93.37 	87.66 	91.62 	4,930,071,296 	5,659,766,830
May 13, 2019 	84.63 	92.37 	84.30 	88.06 	4,658,762,984 	5,438,466,608
May 12, 2019 	89.54 	93.18 	83.82 	84.57 	5,582,599,422 	5,221,525,879
May 11, 2019 	77.16 	94.54 	77.11 	89.22 	5,491,744,173 	5,507,753,609
May 10, 2019 	74.19 	78.72 	73.04 	77.17 	3,051,537,532 	4,762,537,746
May 09, 2019 	74.59 	75.93 	72.99 	74.18 	2,436,426,305 	4,576,943,366
May 08, 2019 	74.65 	75.32 	73.10 	74.62 	2,532,851,418 	4,603,102,252
May 07, 2019 	74.98 	78.01 	74.67 	74.69 	3,088,433,048 	4,606,527,091
May 06, 2019 	76.03 	76.39 	72.33 	74.98 	2,933,488,799 	4,623,334,243
May 05, 2019 	78.00 	78.15 	75.54 	75.98 	2,650,746,461 	4,683,927,727
